scenario,mechanism,epoch,occupancy,rejected,expired
steady,term_premium,1600,394,0.0,30
steady,term_premium,1664,399,0.0,30
steady,term_premium,1728,404,0.0,30
steady,term_premium,1792,409,0.0,30
steady,term_premium,1856,414,0.0,30
steady,term_premium,1920,419,0.0,30
steady,term_premium,1984,424,0.0,30
steady,term_premium,2048,394,0.0,30
steady,term_premium,2112,364,0.0,30
steady,term_premium,2176,334,0.0,30
steady,term_premium,2240,304,0.0,30
steady,term_premium,2304,292,0.0,12
steady,term_premium,2368,280,0.0,12
steady,term_premium,2432,268,0.0,12
steady,term_premium,2496,256,0.0,12
steady,term_premium,2560,244,0.0,12
steady,term_premium,2624,232,0.0,12
steady,term_premium,2688,220,0.0,12
steady,term_premium,2752,208,0.0,12
steady,term_premium,2816,196,0.0,12
steady,term_premium,2880,184,0.0,12
steady,term_premium,2944,172,0.0,12
steady,term_premium,3008,160,0.0,12
steady,term_premium,3072,160,0.0,0
steady,term_premium,3136,160,0.0,0
steady,term_premium,3200,160,0.0,0
steady,term_premium,3264,160,0.0,0
steady,term_premium,3328,160,0.0,0
steady,term_premium,3392,160,0.0,0
steady,term_premium,3456,160,0.0,0
steady,term_premium,3520,160,0.0,0
steady,term_premium,3584,160,0.0,0
steady,term_premium,3648,160,0.0,0
steady,term_premium,3712,160,0.0,0
steady,term_premium,3776,160,0.0,0
steady,term_premium,3840,160,0.0,0
steady,term_premium,3904,160,0.0,0
steady,term_premium,3968,160,0.0,0
steady,term_premium,4032,160,0.0,0
steady,term_premium,4096,155,0.0,5
steady,term_premium,4160,150,0.0,5
steady,term_premium,4224,145,0.0,5
steady,term_premium,4288,140,0.0,5
steady,term_premium,4352,135,0.0,5
steady,term_premium,4416,130,0.0,5
steady,term_premium,4480,125,0.0,5
steady,term_premium,4544,120,0.0,5
steady,term_premium,4608,115,0.0,5
steady,term_premium,4672,110,0.0,5
steady,term_premium,4736,105,0.0,5
steady,term_premium,4800,100,0.0,5
steady,term_premium,4864,95,0.0,5
steady,term_premium,4928,90,0.0,5
steady,term_premium,4992,85,0.0,5
steady,term_premium,5056,80,0.0,5
steady,term_premium,5120,75,0.0,5
steady,term_premium,5184,70,0.0,5
steady,term_premium,5248,65,0.0,5
steady,term_premium,5312,60,0.0,5
steady,term_premium,5376,55,0.0,5
steady,term_premium,5440,50,0.0,5
steady,term_premium,5504,45,0.0,5
steady,term_premium,5568,40,0.0,5
steady,term_premium,5632,35,0.0,5
steady,term_premium,5696,30,0.0,5
steady,term_premium,5760,25,0.0,5
steady,term_premium,5824,20,0.0,5
steady,term_premium,5888,15,0.0,5
steady,term_premium,5952,10,0.0,5
steady,term_premium,6016,5,0.0,5
steady,term_premium,6080,0,0.0,5
steady,five_maturity_lanes,0,35,0.0,0
steady,five_maturity_lanes,64,70,0.0,0
steady,five_maturity_lanes,128,105,0.0,0
steady,five_maturity_lanes,192,140,0.0,0
steady,five_maturity_lanes,256,157,0.0,18
steady,five_maturity_lanes,320,174,0.0,18
steady,five_maturity_lanes,384,191,0.0,18
steady,five_maturity_lanes,448,208,0.0,18
steady,five_maturity_lanes,512,225,0.0,18
steady,five_maturity_lanes,576,242,0.0,18
steady,five_maturity_lanes,640,259,0.0,18
steady,five_maturity_lanes,704,276,0.0,18
steady,five_maturity_lanes,768,293,0.0,18
steady,five_maturity_lanes,832,310,0.0,18
steady,five_maturity_lanes,896,327,0.0,18
steady,five_maturity_lanes,960,344,0.0,18
steady,five_maturity_lanes,1024,349,0.0,30
steady,five_maturity_lanes,1088,354,0.0,30
steady,five_maturity_lanes,1152,359,0.0,30
steady,five_maturity_lanes,1216,364,0.0,30
steady,five_maturity_lanes,1280,369,0.0,30
steady,five_maturity_lanes,1344,374,0.0,30
steady,five_maturity_lanes,1408,379,0.0,30
steady,five_maturity_lanes,1472,384,0.0,30
steady,five_maturity_lanes,1536,389,0.0,30
steady,five_maturity_lanes,1600,394,0.0,30
steady,five_maturity_lanes,1664,399,0.0,30
steady,five_maturity_lanes,1728,404,0.0,30
steady,five_maturity_lanes,1792,409,0.0,30
steady,five_maturity_lanes,1856,414,0.0,30
steady,five_maturity_lanes,1920,419,0.0,30
steady,five_maturity_lanes,1984,424,0.0,30
steady,five_maturity_lanes,2048,394,0.0,30
steady,five_maturity_lanes,2112,364,0.0,30
steady,five_maturity_lanes,2176,334,0.0,30
steady,five_maturity_lanes,2240,304,0.0,30
steady,five_maturity_lanes,2304,292,0.0,12
steady,five_maturity_lanes,2368,280,0.0,12
steady,five_maturity_lanes,2432,268,0.0,12
steady,five_maturity_lanes,2496,256,0.0,12
steady,five_maturity_lanes,2560,244,0.0,12
steady,five_maturity_lanes,2624,232,0.0,12
steady,five_maturity_lanes,2688,220,0.0,12
steady,five_maturity_lanes,2752,208,0.0,12
steady,five_maturity_lanes,2816,196,0.0,12
steady,five_maturity_lanes,2880,184,0.0,12
steady,five_maturity_lanes,2944,172,0.0,12
steady,five_maturity_lanes,3008,160,0.0,12
steady,five_maturity_lanes,3072,160,0.0,0
steady,five_maturity_lanes,3136,160,0.0,0
steady,five_maturity_lanes,3200,160,0.0,0
steady,five_maturity_lanes,3264,160,0.0,0
steady,five_maturity_lanes,3328,160,0.0,0
steady,five_maturity_lanes,3392,160,0.0,0
steady,five_maturity_lanes,3456,160,0.0,0
steady,five_maturity_lanes,3520,160,0.0,0
steady,five_maturity_lanes,3584,160,0.0,0
steady,five_maturity_lanes,3648,160,0.0,0
steady,five_maturity_lanes,3712,160,0.0,0
steady,five_maturity_lanes,3776,160,0.0,0
steady,five_maturity_lanes,3840,160,0.0,0
steady,five_maturity_lanes,3904,160,0.0,0
steady,five_maturity_lanes,3968,160,0.0,0
steady,five_maturity_lanes,4032,160,0.0,0
steady,five_maturity_lanes,4096,155,0.0,5
steady,five_maturity_lanes,4160,150,0.0,5
steady,five_maturity_lanes,4224,145,0.0,5
steady,five_maturity_lanes,4288,140,0.0,5
steady,five_maturity_lanes,4352,135,0.0,5
steady,five_maturity_lanes,4416,130,0.0,5
steady,five_maturity_lanes,4480,125,0.0,5
steady,five_maturity_lanes,4544,120,0.0,5
steady,five_maturity_lanes,4608,115,0.0,5
steady,five_maturity_lanes,4672,110,0.0,5
steady,five_maturity_lanes,4736,105,0.0,5
steady,five_maturity_lanes,4800,100,0.0,5
steady,five_maturity_lanes,4864,95,0.0,5
steady,five_maturity_lanes,4928,90,0.0,5
steady,five_maturity_lanes,4992,85,0.0,5
steady,five_maturity_lanes,5056,80,0.0,5
steady,five_maturity_lanes,5120,75,0.0,5
steady,five_maturity_lanes,5184,70,0.0,5
steady,five_maturity_lanes,5248,65,0.0,5
steady,five_maturity_lanes,5312,60,0.0,5
steady,five_maturity_lanes,5376,55,0.0,5
steady,five_maturity_lanes,5440,50,0.0,5
steady,five_maturity_lanes,5504,45,0.0,5
steady,five_maturity_lanes,5568,40,0.0,5
steady,five_maturity_lanes,5632,35,0.0,5
steady,five_maturity_lanes,5696,30,0.0,5
steady,five_maturity_lanes,5760,25,0.0,5
steady,five_maturity_lanes,5824,20,0.0,5
steady,five_maturity_lanes,5888,15,0.0,5
steady,five_maturity_lanes,5952,10,0.0,5
steady,five_maturity_lanes,6016,5,0.0,5
steady,five_maturity_lanes,6080,0,0.0,5
long_front_load,shared_byte_time,0,35,0.0,0
long_front_load,shared_byte_time,64,70,0.0,0
long_front_load,shared_byte_time,128,455,0.0,0
long_front_load,shared_byte_time,192,490,0.0,0
long_front_load,shared_byte_time,256,507,0.0,18
long_front_load,shared_byte_time,320,524,0.0,18
long_front_load,shared_byte_time,384,541,0.0,18
long_front_load,shared_byte_time,448,558,0.0,18
long_front_load,shared_byte_time,512,575,0.0,18
long_front_load,shared_byte_time,576,592,0.0,18
long_front_load,shared_byte_time,640,609,0.0,18
long_front_load,shared_byte_time,704,626,0.0,18
long_front_load,shared_byte_time,768,643,0.0,18
long_front_load,shared_byte_time,832,660,0.0,18
long_front_load,shared_byte_time,896,677,0.0,18
long_front_load,shared_byte_time,960,694,0.0,18
long_front_load,shared_byte_time,1024,699,0.0,30
long_front_load,shared_byte_time,1088,704,0.0,30
long_front_load,shared_byte_time,1152,709,0.0,30
long_front_load,shared_byte_time,1216,714,0.0,30
long_front_load,shared_byte_time,1280,719,0.0,30
long_front_load,shared_byte_time,1344,724,0.0,30
long_front_load,shared_byte_time,1408,729,0.0,30
long_front_load,shared_byte_time,1472,734,0.0,30
long_front_load,shared_byte_time,1536,739,0.0,30
long_front_load,shared_byte_time,1600,744,0.0,30
long_front_load,shared_byte_time,1664,749,0.0,30
long_front_load,shared_byte_time,1728,754,0.0,30
long_front_load,shared_byte_time,1792,759,0.0,30
long_front_load,shared_byte_time,1856,764,0.0,30
long_front_load,shared_byte_time,1920,769,0.0,30
long_front_load,shared_byte_time,1984,774,0.0,30
long_front_load,shared_byte_time,2048,744,0.0,30
long_front_load,shared_byte_time,2112,714,0.0,30
long_front_load,shared_byte_time,2176,684,0.0,30
long_front_load,shared_byte_time,2240,654,0.0,30
long_front_load,shared_byte_time,2304,642,0.0,12
long_front_load,shared_byte_time,2368,630,0.0,12
long_front_load,shared_byte_time,2432,618,0.0,12
long_front_load,shared_byte_time,2496,606,0.0,12
long_front_load,shared_byte_time,2560,594,0.0,12
long_front_load,shared_byte_time,2624,582,0.0,12
long_front_load,shared_byte_time,2688,570,0.0,12
long_front_load,shared_byte_time,2752,558,0.0,12
long_front_load,shared_byte_time,2816,546,0.0,12
long_front_load,shared_byte_time,2880,534,0.0,12
long_front_load,shared_byte_time,2944,522,0.0,12
long_front_load,shared_byte_time,3008,510,0.0,12
long_front_load,shared_byte_time,3072,510,0.0,0
long_front_load,shared_byte_time,3136,510,0.0,0
long_front_load,shared_byte_time,3200,510,0.0,0
long_front_load,shared_byte_time,3264,510,0.0,0
long_front_load,shared_byte_time,3328,510,0.0,0
long_front_load,shared_byte_time,3392,510,0.0,0
long_front_load,shared_byte_time,3456,510,0.0,0
long_front_load,shared_byte_time,3520,510,0.0,0
long_front_load,shared_byte_time,3584,510,0.0,0
long_front_load,shared_byte_time,3648,510,0.0,0
long_front_load,shared_byte_time,3712,510,0.0,0
long_front_load,shared_byte_time,3776,510,0.0,0
long_front_load,shared_byte_time,3840,510,0.0,0
long_front_load,shared_byte_time,3904,510,0.0,0
long_front_load,shared_byte_time,3968,510,0.0,0
long_front_load,shared_byte_time,4032,510,0.0,0
long_front_load,shared_byte_time,4096,505,0.0,5
long_front_load,shared_byte_time,4160,500,0.0,5
long_front_load,shared_byte_time,4224,145,0.0,355
long_front_load,shared_byte_time,4288,140,0.0,5
long_front_load,shared_byte_time,4352,135,0.0,5
long_front_load,shared_byte_time,4416,130,0.0,5
long_front_load,shared_byte_time,4480,125,0.0,5
long_front_load,shared_byte_time,4544,120,0.0,5
long_front_load,shared_byte_time,4608,115,0.0,5
long_front_load,shared_byte_time,4672,110,0.0,5
long_front_load,shared_byte_time,4736,105,0.0,5
long_front_load,shared_byte_time,4800,100,0.0,5
long_front_load,shared_byte_time,4864,95,0.0,5
long_front_load,shared_byte_time,4928,90,0.0,5
long_front_load,shared_byte_time,4992,85,0.0,5
long_front_load,shared_byte_time,5056,80,0.0,5
long_front_load,shared_byte_time,5120,75,0.0,5
long_front_load,shared_byte_time,5184,70,0.0,5
long_front_load,shared_byte_time,5248,65,0.0,5
long_front_load,shared_byte_time,5312,60,0.0,5
long_front_load,shared_byte_time,5376,55,0.0,5
long_front_load,shared_byte_time,5440,50,0.0,5
long_front_load,shared_byte_time,5504,45,0.0,5
long_front_load,shared_byte_time,5568,40,0.0,5
long_front_load,shared_byte_time,5632,35,0.0,5
long_front_load,shared_byte_time,5696,30,0.0,5
long_front_load,shared_byte_time,5760,25,0.0,5
long_front_load,shared_byte_time,5824,20,0.0,5
long_front_load,shared_byte_time,5888,15,0.0,5
long_front_load,shared_byte_time,5952,10,0.0,5
long_front_load,shared_byte_time,6016,5,0.0,5
long_front_load,shared_byte_time,6080,0,0.0,5
long_front_load,term_premium,0,35,0.0,0
long_front_load,term_premium,64,70,0.0,0
long_front_load,term_premium,128,455,0.0,0
long_front_load,term_premium,192,490,0.0,0
long_front_load,term_premium,256,507,0.0,18
long_front_load,term_premium,320,524,0.0,18
long_front_load,term_premium,384,541,0.0,18
long_front_load,term_premium,448,558,0.0,18
long_front_load,term_premium,512,575,0.0,18
long_front_load,term_premium,576,592,0.0,18
long_front_load,term_premium,640,609,0.0,18
long_front_load,term_premium,704,626,0.0,18
long_front_load,term_premium,768,643,0.0,18
long_front_load,term_premium,832,660,0.0,18
long_front_load,term_premium,896,677,0.0,18
long_front_load,term_premium,960,694,0.0,18
long_front_load,term_premium,1024,699,0.0,30
long_front_load,term_premium,1088,704,0.0,30
long_front_load,term_premium,1152,709,0.0,30
long_front_load,term_premium,1216,714,0.0,30
long_front_load,term_premium,1280,719,0.0,30
long_front_load,term_premium,1344,724,0.0,30
long_front_load,term_premium,1408,729,0.0,30
long_front_load,term_premium,1472,734,0.0,30
long_front_load,term_premium,1536,739,0.0,30
long_front_load,term_premium,1600,744,0.0,30
long_front_load,term_premium,1664,749,0.0,30
long_front_load,term_premium,1728,754,0.0,30
long_front_load,term_premium,1792,759,0.0,30
long_front_load,term_premium,1856,764,0.0,30
long_front_load,term_premium,1920,769,0.0,30
long_front_load,term_premium,1984,774,0.0,30
long_front_load,term_premium,2048,744,0.0,30
long_front_load,term_premium,2112,714,0.0,30
long_front_load,term_premium,2176,684,0.0,30
long_front_load,term_premium,2240,654,0.0,30
long_front_load,term_premium,2304,642,0.0,12
long_front_load,term_premium,2368,630,0.0,12
long_front_load,term_premium,2432,618,0.0,12
long_front_load,term_premium,2496,606,0.0,12
long_front_load,term_premium,2560,594,0.0,12
long_front_load,term_premium,2624,582,0.0,12
long_front_load,term_premium,2688,570,0.0,12
long_front_load,term_premium,2752,558,0.0,12
long_front_load,term_premium,2816,546,0.0,12
long_front_load,term_premium,2880,534,0.0,12
long_front_load,term_premium,2944,522,0.0,12
long_front_load,term_premium,3008,510,0.0,12
long_front_load,term_premium,3072,510,0.0,0
long_front_load,term_premium,3136,510,0.0,0
long_front_load,term_premium,3200,510,0.0,0
long_front_load,term_premium,3264,510,0.0,0
long_front_load,term_premium,3328,510,0.0,0
long_front_load,term_premium,3392,510,0.0,0
long_front_load,term_premium,3456,510,0.0,0
long_front_load,term_premium,3520,510,0.0,0
long_front_load,term_premium,3584,510,0.0,0
long_front_load,term_premium,3648,510,0.0,0
long_front_load,term_premium,3712,510,0.0,0
long_front_load,term_premium,3776,510,0.0,0
long_front_load,term_premium,3840,510,0.0,0
long_front_load,term_premium,3904,510,0.0,0
long_front_load,term_premium,3968,510,0.0,0
long_front_load,term_premium,4032,510,0.0,0
long_front_load,term_premium,4096,505,0.0,5
long_front_load,term_premium,4160,500,0.0,5
long_front_load,term_premium,4224,145,0.0,355
long_front_load,term_premium,4288,140,0.0,5
long_front_load,term_premium,4352,135,0.0,5
long_front_load,term_premium,4416,130,0.0,5
long_front_load,term_premium,4480,125,0.0,5
long_front_load,term_premium,4544,120,0.0,5
long_front_load,term_premium,4608,115,0.0,5
long_front_load,term_premium,4672,110,0.0,5
long_front_load,term_premium,4736,105,0.0,5
long_front_load,term_premium,4800,100,0.0,5
long_front_load,term_premium,4864,95,0.0,5
long_front_load,term_premium,4928,90,0.0,5
long_front_load,term_premium,4992,85,0.0,5
long_front_load,term_premium,5056,80,0.0,5
long_front_load,term_premium,5120,75,0.0,5
long_front_load,term_premium,5184,70,0.0,5
long_front_load,term_premium,5248,65,0.0,5
long_front_load,term_premium,5312,60,0.0,5
long_front_load,term_premium,5376,55,0.0,5
long_front_load,term_premium,5440,50,0.0,5
long_front_load,term_premium,5504,45,0.0,5
long_front_load,term_premium,5568,40,0.0,5
long_front_load,term_premium,5632,35,0.0,5
long_front_load,term_premium,5696,30,0.0,5
long_front_load,term_premium,5760,25,0.0,5
long_front_load,term_premium,5824,20,0.0,5
long_front_load,term_premium,5888,15,0.0,5
long_front_load,term_premium,5952,10,0.0,5
long_front_load,term_premium,6016,5,0.0,5
long_front_load,term_premium,6080,0,0.0,5
long_front_load,five_maturity_lanes,0,35,0.0,0
long_front_load,five_maturity_lanes,64,70,0.0,0
long_front_load,five_maturity_lanes,128,105,350.0,0
long_front_load,five_maturity_lanes,192,140,0.0,0
long_front_load,five_maturity_lanes,256,157,0.0,18
long_front_load,five_maturity_lanes,320,174,0.0,18
long_front_load,five_maturity_lanes,384,191,0.0,18
long_front_load,five_maturity_lanes,448,208,0.0,18
long_front_load,five_maturity_lanes,512,225,0.0,18
long_front_load,five_maturity_lanes,576,242,0.0,18
long_front_load,five_maturity_lanes,640,259,0.0,18
long_front_load,five_maturity_lanes,704,276,0.0,18
long_front_load,five_maturity_lanes,768,293,0.0,18
long_front_load,five_maturity_lanes,832,310,0.0,18
long_front_load,five_maturity_lanes,896,327,0.0,18
long_front_load,five_maturity_lanes,960,344,0.0,18
long_front_load,five_maturity_lanes,1024,349,0.0,30
long_front_load,five_maturity_lanes,1088,354,0.0,30
long_front_load,five_maturity_lanes,1152,359,0.0,30
long_front_load,five_maturity_lanes,1216,364,0.0,30
long_front_load,five_maturity_lanes,1280,369,0.0,30
long_front_load,five_maturity_lanes,1344,374,0.0,30
long_front_load,five_maturity_lanes,1408,379,0.0,30
long_front_load,five_maturity_lanes,1472,384,0.0,30
long_front_load,five_maturity_lanes,1536,389,0.0,30
long_front_load,five_maturity_lanes,1600,394,0.0,30
long_front_load,five_maturity_lanes,1664,399,0.0,30
long_front_load,five_maturity_lanes,1728,404,0.0,30
long_front_load,five_maturity_lanes,1792,409,0.0,30
long_front_load,five_maturity_lanes,1856,414,0.0,30
long_front_load,five_maturity_lanes,1920,419,0.0,30
long_front_load,five_maturity_lanes,1984,424,0.0,30
long_front_load,five_maturity_lanes,2048,394,0.0,30
long_front_load,five_maturity_lanes,2112,364,0.0,30
long_front_load,five_maturity_lanes,2176,334,0.0,30
long_front_load,five_maturity_lanes,2240,304,0.0,30
long_front_load,five_maturity_lanes,2304,292,0.0,12
long_front_load,five_maturity_lanes,2368,280,0.0,12
long_front_load,five_maturity_lanes,2432,268,0.0,12
long_front_load,five_maturity_lanes,2496,256,0.0,12
long_front_load,five_maturity_lanes,2560,244,0.0,12
long_front_load,five_maturity_lanes,2624,232,0.0,12
long_front_load,five_maturity_lanes,2688,220,0.0,12
long_front_load,five_maturity_lanes,2752,208,0.0,12
long_front_load,five_maturity_lanes,2816,196,0.0,12
long_front_load,five_maturity_lanes,2880,184,0.0,12
long_front_load,five_maturity_lanes,2944,172,0.0,12
long_front_load,five_maturity_lanes,3008,160,0.0,12
long_front_load,five_maturity_lanes,3072,160,0.0,0
long_front_load,five_maturity_lanes,3136,160,0.0,0
long_front_load,five_maturity_lanes,3200,160,0.0,0
long_front_load,five_maturity_lanes,3264,160,0.0,0
long_front_load,five_maturity_lanes,3328,160,0.0,0
long_front_load,five_maturity_lanes,3392,160,0.0,0
long_front_load,five_maturity_lanes,3456,160,0.0,0
long_front_load,five_maturity_lanes,3520,160,0.0,0
long_front_load,five_maturity_lanes,3584,160,0.0,0
long_front_load,five_maturity_lanes,3648,160,0.0,0
long_front_load,five_maturity_lanes,3712,160,0.0,0
long_front_load,five_maturity_lanes,3776,160,0.0,0
long_front_load,five_maturity_lanes,3840,160,0.0,0
long_front_load,five_maturity_lanes,3904,160,0.0,0
long_front_load,five_maturity_lanes,3968,160,0.0,0
long_front_load,five_maturity_lanes,4032,160,0.0,0
long_front_load,five_maturity_lanes,4096,155,0.0,5
long_front_load,five_maturity_lanes,4160,150,0.0,5
long_front_load,five_maturity_lanes,4224,145,0.0,5
long_front_load,five_maturity_lanes,4288,140,0.0,5
long_front_load,five_maturity_lanes,4352,135,0.0,5
long_front_load,five_maturity_lanes,4416,130,0.0,5
long_front_load,five_maturity_lanes,4480,125,0.0,5
long_front_load,five_maturity_lanes,4544,120,0.0,5
long_front_load,five_maturity_lanes,4608,115,0.0,5
long_front_load,five_maturity_lanes,4672,110,0.0,5
long_front_load,five_maturity_lanes,4736,105,0.0,5
long_front_load,five_maturity_lanes,4800,100,0.0,5
long_front_load,five_maturity_lanes,4864,95,0.0,5
long_front_load,five_maturity_lanes,4928,90,0.0,5
long_front_load,five_maturity_lanes,4992,85,0.0,5
long_front_load,five_maturity_lanes,5056,80,0.0,5
long_front_load,five_maturity_lanes,5120,75,0.0,5
long_front_load,five_maturity_lanes,5184,70,0.0,5
long_front_load,five_maturity_lanes,5248,65,0.0,5
long_front_load,five_maturity_lanes,5312,60,0.0,5
long_front_load,five_maturity_lanes,5376,55,0.0,5
long_front_load,five_maturity_lanes,5440,50,0.0,5
long_front_load,five_maturity_lanes,5504,45,0.0,5
long_front_load,five_maturity_lanes,5568,40,0.0,5
long_front_load,five_maturity_lanes,5632,35,0.0,5
long_front_load,five_maturity_lanes,5696,30,0.0,5
long_front_load,five_maturity_lanes,5760,25,0.0,5
long_front_load,five_maturity_lanes,5824,20,0.0,5
long_front_load,five_maturity_lanes,5888,15,0.0,5
long_front_load,five_maturity_lanes,5952,10,0.0,5
long_front_load,five_maturity_lanes,6016,5,0.0,5
long_front_load,five_maturity_lanes,6080,0,0.0,5
correlated_maximum,shared_byte_time,0,35,0.0,0
correlated_maximum,shared_byte_time,64,70,0.0,0
correlated_maximum,shared_byte_time,128,105,0.0,0
correlated_maximum,shared_byte_time,192,140,0.0,0
correlated_maximum,shared_byte_time,256,157,0.0,18
correlated_maximum,shared_byte_time,320,174,0.0,18
correlated_maximum,shared_byte_time,384,191,0.0,18
correlated_maximum,shared_byte_time,448,208,0.0,18
correlated_maximum,shared_byte_time,512,225,0.0,18
correlated_maximum,shared_byte_time,576,242,0.0,18
correlated_maximum,shared_byte_time,640,259,0.0,18
correlated_maximum,shared_byte_time,704,276,0.0,18
correlated_maximum,shared_byte_time,768,311,0.0,0
correlated_maximum,shared_byte_time,832,346,0.0,0
correlated_maximum,shared_byte_time,896,381,0.0,0
correlated_maximum,shared_byte_time,960,416,0.0,0
correlated_maximum,shared_byte_time,1024,439,0.0,12
correlated_maximum,shared_byte_time,1088,462,0.0,12
correlated_maximum,shared_byte_time,1152,485,0.0,12
correlated_maximum,shared_byte_time,1216,508,0.0,12
correlated_maximum,shared_byte_time,1280,513,0.0,30
correlated_maximum,shared_byte_time,1344,518,0.0,30
correlated_maximum,shared_byte_time,1408,523,0.0,30
correlated_maximum,shared_byte_time,1472,528,0.0,30
correlated_maximum,shared_byte_time,1536,545,0.0,18
correlated_maximum,shared_byte_time,1600,562,0.0,18
